DrugBank ID	HMDB ID	PTID_num	SMILES	T3DB ID
			OC1=CC=C(C(O)=C1)C1=COC2=C(C=CC(O)=C2O)C1=O	
			CC(C)(Cl)C(O)COC1=C2C=COC2=CC2=C1C=CC(=O)O2	
			COC1=CC(O)=C2C(=O)OC3=C(C(C)=CC(O)=C3)C2=C1	T3D3728
			[H][C]12CC[CH](C)[C]11C[CH](C(C)=CC1)C2(C)C	
		1593	C1=CC=C(C=C1)COC(C2=C(C(F)(F)F)N=C(Cl)S2)=O	
DB06736			OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl	
			CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C	T3D1024
		154	C=CCC1=C(C)C(CC1=O)OC(C2C(C=C(C)C)C2(C)C)=O	
			CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN1C=NC=N1	T3D4549
		1611	CCCCOCCOCCOC(C=1C=CC2=C(C1)OCO2)OCCOCCOCCCC	
			NC1=NC2=C(N=C(C=N2)[CH](O)[CH](O)CO)C(=O)N1	
		1209	C1=CC=C(C(=C1)C2=NN=C(C3=CC=CC=C3Cl)N=N2)Cl	
DB06150			COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1	
DB00991			OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	
			[H]OC(=O)[C]([H])(O[H])N([H])C(=O)N([H])[H]	
			CC1=C[CH]2OC(=O)C(=C)[CH]2CCC(=C)[CH](O)CC1	
DB00121			[H][C]12CS[CH](CCCCC(O)=O)[C]1([H])NC(=O)N2	
DB00414			CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1	
DB01024			COC1=C(CC=C(C)CCC(O)=O)C(O)=C2C(=O)OCC2=C1C	
DB01295			COC1=C(OC)C=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1	
		1177	COP(OC)(OC1=CC=C(C=C1)N=NC2=CC=C(C=C2)Cl)=S	
		27	COP(OC)(OC1=CC=C(C=C1)N=NC2=CC=C(C=C2)Cl)=S	
			COC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(OC)C=C2	
DB01476			FC1=CC=CC=C1C12OCCN1CC(=O)NC1=C2C=C(Br)C=C1	
			COC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O	
			C1CCC(CC1)[Sn](C1CCCCC1)(C1CCCCC1)N1C=NC=N1	T3D1285
			[H]OC([H])([H])[C]([H])(O[H])C([H])([H])[H]	
			CC1=CC(O)=CC(OC2OC(CO)C(O)C(O)C2O)=C1C(O)=O	
DB01562			CC(=O)OC1(CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1	
			OCC1OC(O)C(O)C(O)C1OC(=O)CC1=CNC2=C1C=CC=C2	
			OC1=C2C=CC3=CC4=CC=CC=C4C4=CC=C(C=C1)C2=C34	
			CC(=O)OC1CCC2(C)CCC3=C(C)CCC(CC2C1=C)C3(C)C	
DB00391			CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O	
			COC1=C(Br)C=C(Br)C(OC2=C(Br)C=C(Br)C=C2)=C1	
	HMDB37516		BrC1=CC(Br)=C(OC2=C(Br)C=C(Br)C(Br)=C2)C=C1	
			CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C	T3D3649
			CC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C	
		1583	C=1C=C(C=CC1C2=C(C#N)C(=C(C(F)(F)F)N2)Br)Cl	
			CCCCCCCCCCCCCC(O)CC(=O)CCC1=CC=C(O)C(OC)=C1	
		13	C=CCC1=C(C)C(CC1=O)OC(C2C(C=C(C)C)C2(C)C)=O	
		36	C=CCC1=C(C)C(CC1=O)OC(C2C(C=C(C)C)C2(C)C)=O	
			[H][C]1(C)CC[C]([H])(C(C)C)[C]([H])(C1)OCCO	
DB01228			COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C	
			CC1=C(C)C(NC2=CC(Cl)=NC(SCC(O)=O)=N2)=CC=C1	
			COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C	T3D4738
DB01461			CCOC(C(=O)OCCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1	
		1202	CCOP(=O)(OCC)OC(=C(Cl)[H])C=1C=CC(=CC1Cl)Cl	
		71	CCOP(=O)(OCC)OC(=C(Cl)[H])C=1C=CC(=CC1Cl)Cl	
			CC(=C)C1C2OC(=O)C1C1(O)C3OC3C3(CO3)C1(C)C2O	T3D3089
			[H][C]1(COC2=C(C1)C=CC(O)=C2)C1=CC=C(O)C=C1	T3D3962
DB00121			[H][C]12CS[CH](CCCCC(O)=O)[C]1([H])NC(=O)N2	
			[O-]P([O-])(=O)OP([O-])(=O)OP([O-])([O-])=O	
			[H][C]1(C(C)=C)C(=O)C2=C(C[C]1(C)C=C)OC=C2C	
			CC(C)CNC(=O)C=CC=CCCCCCCC=CC1=CC=C2OCOC2=C1	
	HMDB37525		BrC1=CC(Br)=C(Br)C=C1OC1=CC(Br)=C(Br)C=C1Br	
			Cl[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1	T3D1253
			BrC1=CC(Br)=C(OC2=C(Br)C=C(Br)C(Br)=C2)C=C1	T3D2040
			BrC1=CC(Br)=C(OC2=C(Br)C(Br)=C(Br)C=C2)C=C1	
			BrC1=CC(Br)=C(OC2=CC(Br)=C(Br)C=C2)C(Br)=C1	
			CNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC(=C1)C(F)(F)F	T3D3893
		148	CCC(=C(C)C(C#C)OC(C1C(C=C(C)C)C1(C)C)=O)[H]	
DB00952			CNS(=O)(=O)CCC1=CC2=C(NC=C2C2CCN(C)CC2)C=C1	
		1127	CC=1C(C)=NC2=C(C=C(C=C2F)C(C)(C)C)C1OC(C)=O	
			CC(COC1=CC=C(OC2=CC=CC=C2)C=C1)OC1=NC=CC=C1	T3D3916
DB08966			CC(N(CC1=CN=C(C)NC1=N)C=O)=C(CCO)SSCC1CCCO1	
			OCC(CC1=CC=CC(O)=C1)C(CO)CC1=C(O)C(O)=CC=C1	
			OCC(CC1=CC(O)=C(O)C=C1)C(CO)CC1=CC=CC(O)=C1	
		731	CCOC(=NC=1C=CC=C(C1)OC(=NC2=CC=CC(C)=C2)O)O	
			COC1=CC2=C(C=C1O)C1=C(O2)C(OC)=C(OC)C(O)=C1	
DB09182			CCC(=O)N(C1CCN(CC2=CC=CC=C2)CC1)C1=CC=CC=C1	
			CC12CC(O)CC(C1CCC13CC(CCC21)C(=C)C3O)C(O)=O	
DB01439			CCC(=O)N(C1CCN(CCC2=CC=CS2)CC1C)C1=CC=CC=C1	
DB01502			CCC(=O)N(CC(C)N(C)CCC1=CC=CC=C1)C1=CC=CC=C1	
DB07615			COC1=CC=C(C=CC(=O)NC2=CC=CC=C2C(O)=O)C=C1OC	
			CC(C(=O)C1=C(O)C(O)=C(O)C=C1)C1=CC=C(O)C=C1	
			CC(C(=O)C1=C(O)C=C(O)C(O)=C1)C1=CC=C(O)C=C1	
			CC=CS(=O)C[CH](NC(=O)CC[CH](N)C(O)=O)C(O)=O	
		329	CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3	
			OC1=C(O)C=C(C=C1)C1=COC2=CC(O)=C(O)C=C2C1=O	
			CC1=C(C=C(C=C1[N+]([O-])=O)N=O)[N+]([O-])=O	
			CC1=C(C=C(C=C1N=O)[N+]([O-])=O)[N+]([O-])=O	
			[H]C(CCCCCCCC)=C([H])CCCCCCCCCCCCCC([O-])=O	
			CCCCCCCCCCCCCCCCCCCCCCCC=CC1=CC(O)=CC(O)=C1	
			CCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC	
		1002	CC=1C=CC=C(C)C1N(C(C)C(=O)OC)C(C2=CC=CO2)=O	
			COC1=CC(O)=CC2=C1C(=O)C(=CO2)C1=CC=C(O)C=C1	
			O[CH]1[CH](COC2=CC(O)=CC=C12)C1=CC=C(O)C=C1	
			COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2Cl)C=C1	T3D3824
			O.O.[Mn+3].CC([O-])=O.CC([O-])=O.CC([O-])=O	T3D1149
			ClC1=CC2=C(OC3=C(O2)C=C(Cl)C(Cl)=C3)C=C1Cl	
			ClC1=CC2=C(OC3=C(O2)C=C(Cl)C(Cl)=C3)C=C1Cl	T3D0073
			[Na].[Na].[Na].[O-]C([O-])=O.[O-]C([O-])=O	
		977	CC(C)C(C)(C#N)N=C(C(C)OC=1C=CC(=CC1Cl)Cl)O	
		505	CC1=C(C=CC(=C1Cl)OC(C)C(=NC2=CC=CC=C2)O)Cl	
DB13025			CCN(CC)CCN=C(O)C1=C(OC)C=CC(=C1)S(C)(=O)=O	
DB09031			CCCCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C	
			ClC1=CC2=C(OC3=C(O2)C(Cl)=CC=C3)C(Cl)=C1Cl	T3D2073
			CC1=C(C=C(NO)C=C1[N+]([O-])=O)[N+]([O-])=O	
			OC1=C(Br)C=C(Br)C(OC2=C(Br)C=C(Br)C=C2)=C1	
		1152	CCCOCC(=NC=1C=CC(=CC1C(F)(F)F)Cl)N2C=CN=C2	
		630	CC(C)C1(C)C(N=C(C=2C=C(C)C=CC2C(=O)O)N1)=O	
			CC(C)CC(NC(=O)CC1=CNC2=CC=CC=C12)C([O-])=O	
		878	C1=CC(=C(C=C1Cl)Cl)C2(CC(CO2)Br)CN3C=NC=N3	
	HMDB38485		CCCCCCCCCCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1	
			CC1=C(C=C(C=C1NO)[N+]([O-])=O)[N+]([O-])=O	
			[H]C(C([H])=C(Cl)C([O-])=O)=C(Cl)C([O-])=O	
			CCCCCCCCCCCC[Al](CCCCCCCCCCCC)CCCCCCCCCCCC	T3D1562
DB00192			CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12	
			OC[CH]1O[CH]([CH](O)[CH]1O)C1=CNC(=O)NC1=O	
			COC1=CC=C(C=C1)C1C(O)OC2=C(C=CC(O)=C2)C1=O	
		1473	C1=CC=C2C(=C1)CCCC2C3=C(C4=CC=CC=C4OC3=O)O	
			O.O.O.[Fe++].CC(O)C([O-])=O.CC(O)C([O-])=O	
			COC1=CC2=C(C=C1O)C(CC1=CC=C(O)C=C1)N(C)CC2	
			C1=CC=C2C3=C(C=CC2=C1)C1=C2C3=CC=CC2=CC=C1	T3D0622
			ClC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl	
			C1=CC=C2C=C3C(=CC2=C1)C1=CC=CC2=CC=CC3=C12	T3D0062
DB01058			O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1	
		1400	CC1=CC(C)=C(C=C1N=C(C)O)NS(C(F)(F)F)(=O)=O	
			ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl	T3D0538
			ClC1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl	
		667	CC1=CC(C)=C(C=C1N=C(C)O)NS(C(F)(F)F)(=O)=O	
			O=C1C2=NC=CC3=C2C(=C2OCOC2=C3)C2=C1C=CC=C2	
DB00271			CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I	
		534	CC(C(=O)O)OC1=CC=C(C=C1)OC=2C=CC(=CC2Cl)Cl	
			ClC1=CC(Cl)=C(C(Cl)=C1Cl)C1=C(Cl)C=CC=C1Cl	T3D0534
			CC(=O)CC(C1=CC=CO1)C1=C(O)OC2=CC=CC=C2C1=O	T3D3103
			COC1=CC=C(C=C1)C(C)C(=O)C1=C(O)C=C(O)C=C1O	
			ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1	
			ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC=C(Cl)C(Cl)=C1	T3D0508
			ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1	T3D0510
			ClC1=CC(Cl)=C(C(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1	
		1112	C=1C=C(C=CC1F)OC2=CC=NC3=CC(=CC(=C32)Cl)Cl	
		487	C=1C=C(C=CC1N(=O)=O)OC2=C(C=C(C=C2Cl)Cl)Cl	
DB01473			[H][C]1(C)CN(C)CC[C]1(OC(=O)CC)C1=CC=CC=C1	
			COC1=C(O)C=CC(=C1)C1OC2=CC(O)=CC(O)=C2CC1O	
DB05016			OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F	
			O[CH]1[CH](O)[CH](COP(O)(O)=O)OC(=O)[CH]1O	
			C1=CC=C2C(=C1)C1=CC=CC3=C1C1=C2C=CC=C1C=C3	T3D0226
		1370	C1=CC=2C=3C=CC(=CC3C(C2C=C1Cl)(C(=O)O)O)Cl	
			C1=CC=C(C=C1)[SnH](C1=CC=CC=C1)C1=CC=CC=C1	T3D1263
			COC1C(O)C(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O	
DB01464			CCOC(=O)C1(CCN(CCOCC2CCCO2)CC1)C1=CC=CC=C1	
			ClC1=CC(=C(Cl)C(Cl)=C1Cl)C1=C(Cl)C=CC=C1Cl	T3D0532
DB11106			CC(C)(N)CO.CN1C2=C(N=C(Br)N2)C(=O)N(C)C1=O	
			[H][C]1(O)COC([H])(O)[C]([H])(O)[C]1([H])O	T3D4926
		1396	CCN1C(C)=CC(C(=C1C2=CC=C(C=C2)Cl)C(=O)O)=O	
			CC(C)(COP(O)(O)=O)[CH](O)C(=O)NCCC(=O)NCCS	
DB06815			[O-][N+]1=CC=CC=C1S[Zn]SC1=CC=CC=[N+]1[O-]	
			COC1=C(O)C=CC(C2COC3=C(C2)C=CC(O)=C3)=C1OC	
		808	CC1=CC(=C(C(=C1)C(C)(C)C)OC(=NC)O)C(C)(C)C	
			ClC1=CC(=CC(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1	T3D0516
			C1=CC=C(C=C1)[Sn+](C1=CC=CC=C1)C1=CC=CC=C1	T3D1251
DB09401			[H][C]1(O)CO[C]2([H])[C]([H])(O)CO[C]12[H]	
			C1=CC=C2C(=C1)C1=CC3=CC=CC=C3C3=CC=CC2=C13	
			ClC1=CC(Cl)=C(Cl)C(=C1Cl)C1=C(Cl)C=CC=C1Cl	T3D0541
			COC1=CC=C2CC3C4C=CC(=O)C5OC1=C2C45CC[N+]3C	
			OC1=CC(Br)=C(Br)C(Br)=C1OC1=CC=C(Br)C=C1Br	
			COC1=CC=C2C3CC4=C5C(OC1C25CCN3C)=C(OC)C=C4	
			N[CH](CCC(=O)N[CH](CS)C(=O)NCC(O)=O)C(O)=O	
DB00143			N[CH](CCC(=O)N[CH](CS)C(=O)NCC(O)=O)C(O)=O	
			N[CH](CCC(=O)N[CH](CS)C(=O)NCC(O)=O)C(O)=O	
DB00143			N[CH](CCC(=O)N[CH](CS)C(=O)NCC(O)=O)C(O)=O	
			C1=CC=C2C(=C1)C1=C3C2=C2C=CC=CC2=CC3=CC=C1	T3D0070
			ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC=C(Cl)C(Cl)=C1	T3D0496
			ClC1=CC(Cl)=C(Cl)C(=C1)C1=CC=C(Cl)C(Cl)=C1	
			[Na+].CCCCCCCCCCC1=CC=C(C=C1)S([O-])(=O)=O	
		930	CC(C)(C)C(C(CC=1C=CC(=CC1Cl)Cl)N2C=NC=N2)O	
			CC(C=CC1(O)C(C)=CC(=O)CC1(C)CO)=CC([O-])=O	
			[H]OC1=NC2=C(N1[H])C(=NC([H])=N2)N([H])[H]	
			ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl	T3D0525
DB09197			[H]N1N=C(CCN2CCN(CC2)C2=CC(Cl)=CC=C2)C=C1C	
			BrC1=CC=C(C=C1Br)C1=CC(Br)=C(Br)C(Br)=C1Br	T3D1997
			[H]OC(=O)[C]([H])(N([H])[H])C([H])([H])[H]	
			CCC(C)NC(=O)C=CCCCCCCC=CC1=CC2=C(OCO2)C=C1	
DB09133			CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I	
			CCC(C)C(NC(=O)CC1=CNC2=C1C=CC=C2)C([O-])=O	
			BrC1=CC=C(C(Br)=C1Br)C1=CC=C(Br)C(Br)=C1Br	T3D2005
			ClC1=CC=C(Cl)C(=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl	
			[H]N1C(=O)N(C([H])([H])[H])C([H])([H])C1=O	
			OC1OC2=CC(O)=CC(O)=C2C(=O)C1C1=CC=C(O)C=C1	
			BrC1=CC=C(C(Br)=C1Br)C1=CC(Br)=C(Br)C=C1Br	T3D1986
DB09180			CCC(=O)N(C1CCN(CCC2=CC=CS2)CC1)C1=CC=CC=C1	
			BrC1=CC=C(C(Br)=C1Br)C1=C(Br)C=CC(Br)=C1Br	T3D1923
DB09151			CNC1=C([18F])C=C(C=C1)C1=NC2=CC=C(O)C=C2S1	
			[Cl-].CNC(=O)OC1=CC=C(N=C[NH+](C)C)C(C)=C1	T3D0972
			ClC1=CC=C2C(CCC3=C(N=CC=C3)C2=C2CCNCC2)=C1	T3D4557
			OC1C(OC2=CC([O-])=CC(O)=C2C1=O)C1=CC=CC=C1	
			OC1C(O)C(OP([O-])([O-])=O)OC(C1O)C([O-])=O	
			ClC1=CC=C(Cl)C(=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1	T3D0513
DB00383			CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	
			ClC1=CC=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl	
			ClC1=CC=C(C=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl	T3D0545
		427	C#CCOC=1C=C(C(=CC1Cl)Cl)N2C(N3CCCCC3=N2)=O	
			CCC1C(O)N2C3CC45C(O)C3C1CC2C4NC1=CC=CC=C51	
			CC(C)[CH]1CC[CH](C)[C]23CCC(=C)[CH]2[CH]13	
			[Na+].CCCCCCCCCCCCCCCCCCOC(=O)C=CC([O-])=O	
			BrC1=CC=CC=C1C1=C(Br)C(Br)=C(Br)C(Br)=C1Br	T3D2034
			CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F	T3D4570
DB01567			CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F	
DB01567			CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F	
			OC1=NC2=C(C=C(Cl)C=C2)C(=NC1)C1=CC=CC=C1Cl	T3D4567
DB00993			CN1C=NC(=C1SC1=NC=NC2=C1NC=N2)[N+]([O-])=O	
			COC1=CC(C(=O)C(C)C2=CC=C(O)C=C2)=C(O)C=C1O	
DB06766			CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12	
DB00922			C[CH]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1	
			BrC1=CC=C(C(Br)=C1)C1=CC(Br)=C(Br)C(Br)=C1	T3D1995
			[H][C]12CCC(C)=C[C]1([H])[CH](CCC2=C)C(C)C	
			[H]C(=C([H])C1=CC=CC=C1)C(=O)OCC1=CC=CC=C1	T3D4897
			[Cl-].CC1=C(CCO)SC=[N+]1CC1=C(N)N=C(C)N=C1	
			CC(CCCCC(C)C(O)=O)COC(=O)C1=CC=CC=C1C(O)=O	
		1117	C[Si](C)(C)CC(CN1C=NC=N1)(C2=CC=C(C=C2)F)O	
			ClC1=CC=C2OC3=C(OC2=C1Cl)C=C(Cl)C(Cl)=C3Cl	T3D2105
			ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl	
			ClC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl	T3D0034
		441	CC(C)N(CC1=CC=CC=C1)C(C2=CC(C)=CC(C)=C2)=O	
			ClC1=CC=C2OC3=CC(Cl)=C(Cl)C(Cl)=C3OC2=C1Cl	T3D2095
			ClC1=CC=CC=C1C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl	T3D0531
		730	CC=1C=CC=C(C1)N=C(O)OC2=CC=CC(=C2)N=C(O)OC	
DB01214			CC(C)NCC(O)COC1=C(C)C(C)=C(OC(C)=O)C(C)=C1	
			ClC1=CC=CC(=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl	
			ClC1=CC=CC(=C1Cl)C1=CC(Cl)=C(Cl)C(Cl)=C1Cl	T3D0518
DB01096			CC(C)NCC1CCC2=CC(CO)=C(C=C2N1)[N+]([O-])=O	
			ClC1=CC=CC(=C1Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1Cl	T3D0520
			ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl	T3D0523
			ClC1=CC=CC(=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl	
			BrC1=CC(Br)=C(C(Br)=C1)C1=CC=C(Br)C(Br)=C1	T3D2014
DB09000			CC(CN(C)C)CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C#N	
			ClC1=CC=C2OC3=C(Cl)C=C(Cl)C(Cl)=C3OC2=C1Cl	T3D2096
		1219	[CH]1CCCCC1.[CH]2CCCCC2.[CH]3CCCCC3.O.[Sn]	
		1042	CC=1C=CC=C(C)C1N(C(C)(C(=O)OC)[H])C(COC)=O	
		1472	CC(CC(C1=CC=CO1)C2=C(C3=CC=CC=C3OC2=O)O)=O	
		1170	CC=1C=CC(=C(C)C1)N=CN(C)C=NC=2C=CC(C)=CC2C	
		20	CC=1C=CC(=C(C)C1)N=CN(C)C=NC=2C=CC(C)=CC2C	
			COC1=CC(=CC=C1N=C=O)C1=CC=C(N=C=O)C(OC)=C1	T3D1672
DB01288			CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1	
			[H]N([H])C(=O)C1=C(N=C([H])N1[H])N([H])[H]	
			BrC1=CC(=CC(Br)=C1)C1=CC(Br)=C(Br)C(Br)=C1	T3D2004
DB11115			OS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1	
			BrC1=CC(Br)=C(C=C1Br)C1=CC(Br)=C(Br)C=C1Br	T3D1970
			BrC1=CC(Br)=C(C=C1Br)C1=CC(Br)=C(Br)C=C1Br	
			BrC1=CC(Br)=C(C=C1Br)C1=C(Br)C=CC(Br)=C1Br	T3D1989
			FC1=CC=CC2=C1C=NCCN=CC1=C(F)C=CC=C1O[Co]O2	T3D1404
			ClC1=CC=C2OC3=C(Cl)C(Cl)=CC(Cl)=C3OC2=C1Cl	T3D2098
			FC1=CC=C(OC2=CC=NC3=CC(Cl)=CC(Cl)=C23)C=C1	T3D4533
			CCC=CCC1C(CC(=O)NC(C(C)CC)C([O-])=O)CCC1=O	
DB06769			CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl	
			ClC1=CC=C(C(Cl)=C1Cl)C1=CC=C(Cl)C(Cl)=C1Cl	
			ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl	
		93	CCOP(OCC)(OC=1C=CC=2C=3CCCCC3C(=O)OC2C1)=S	
			ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl	
			ClC1=CC=C(C(Cl)=C1Cl)C1=C(Cl)C=CC(Cl)=C1Cl	T3D0521
			CCCCCCC(SC1OC(CO)C(O)C(O)C1O)=NOS(O)(=O)=O	
		1141	CC1=CC=C(C=C1)N(SC(Cl)(Cl)F)S(N(C)C)(=O)=O	
DB01120			CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1	
			ClC1=CC=C(C(Cl)=C1Cl)C1=CC(Cl)=C(Cl)C=C1Cl	T3D0527
DB00552			OC[CH]1O[CH](C[CH]1O)N1C=NC2=C1N=CNC[CH]2O	
		1144	CN(C)P(N(C)C)(N1C(=N)N=C(C2=CC=CC=C2)N1)=O	
			OC1=CC=C(C(=O)C=CC2=CC(O)=C(O)C=C2)C(O)=C1	
			[Na+].OP(O)(=O)CN(CP(O)(O)=O)CP(O)([O-])=O	
			OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl	T3D3858
			ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl	T3D0050
			ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl	
			[H]OC(=O)C1=C([H])C(Cl)=C([H])C([H])=C1[H]	
DB09502			[H]C(=O)[CH]([18F])[CH](O)[CH](O)[CH](O)CO	
			OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1	T3D4888
			ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1	T3D0512
		233	COP(C1=CC=CC=C1)(OC=2C=C(C(=CC2Cl)Br)Cl)=S	
			[H]OC(=O)C([H])=C(C(=O)O[H])C([H])([H])[H]	
			[H]OC(=O)C([H])=C(C(=O)O[H])C([H])([H])[H]	
			[H]OC(=O)C([H])=C([H])C([H])([H])C(=O)O[H]	
			[H]C(CCC(C)=C([H])C([O-])=O)=C(C)CCC=C(C)C	
			ClC1=CC=C(C(Cl)=C1)C1=CC(Cl)=C(Cl)C(Cl)=C1	
			CCCCCCCCCCCC(O)CC(=O)CCC1=CC=C(OC)C(OC)=C1	
			CC(C=CC1(O)C2(C)COC1(C)CC(O)C2)=CC([O-])=O	
		152	CCOP(C1=CC=CC=C1)(OC2=CC=C(C=C2)N(=O)=O)=S	
			CC12CC34CC1C2CC3C1(C)CCCC(C)(C1CC4O)C(O)=O	
		1230	CCOP(OCC)(=S)SC(CCl)N1C(C2=CC=CC=C2C1=O)=O	
		121	CCOP(OCC)(=S)SC(CCl)N1C(C2=CC=CC=C2C1=O)=O	
			OC1=CC2=C(C(O)=C1)C(=O)C1=CC(O)=C(O)C=C1O2	
			OC1=CC2=C(C=C1)C1(O)COC3=C(C=CC(O)=C3)C1O2	
	HMDB02124		OC1=CC=C(C=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1	
		1158	C=CC1(C)C(N(C2=CC(=CC(=C2)Cl)Cl)C(=O)O1)=O	
			COC1=C(O)C=C2OCC(C(=O)C2=C1)C1=CC=C(O)C=C1	
		1596	CC1(CC(C(O)=O)=NN1C=2C=CC(=CC2Cl)Cl)C(=O)O	
			CC(C)[CH]1CC[C]2(C)[CH]3CCC(=C)[CH]3[CH]12	
			COC1=CC(C=CC(=O)OCC[N+](C)(C)C)=CC(OC)=C1O	
			OC1=CC=C2C(OC=C(C2=O)C2=CC=C(O)C(O)=C2)=C1	
			COC1=CC(C=CC(=O)OCC[N+](C)(C)C)=CC(OC)=C1O	
			CC1(C)O[CH]1COC1=C2OC=CC2=CC2=C1OC(=O)C=C2	
DB01614			CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O	
			CC1=CC=CC=C1[Sb](C1=CC=CC=C1C)C1=CC=CC=C1C	T3D1903
			ClC1=CC=C(C=C1Cl)C1=C(Cl)C(Cl)=CC(Cl)=C1Cl	
		1044	CC1(C)CCC(CC2=CC=C(C=C2)Cl)C1(CN3C=NC=N3)O	
